id,brand,model,image,launchDate,popularity,sales,priceDrop,price_jd,price_pdd,specs,tags,officialUrl,lastVerified
ipad-10,苹果,iPad (第10代),,2022-10,76,78,True,2999,2599,"{""size"": ""10.9英寸"", ""resolution"": ""2360x1640"", ""chip"": ""A14"", ""ram"": ""4GB"", ""storage"": ""64GB"", ""battery"": ""约10小时"", ""weight"": ""477g"", ""refreshRate"": ""60Hz""}",入门;降价,,2026-08-05
huawei-matepad-115s,华为,MatePad 11.5 S,,2024-05,78,72,False,2799,2599,"{""size"": ""11.5英寸"", ""resolution"": ""2800x1840"", ""chip"": ""骁龙8+"", ""ram"": ""8GB"", ""storage"": ""128GB"", ""battery"": ""8800mAh"", ""weight"": ""510g"", ""refreshRate"": ""144Hz""}",鸿蒙;柔光屏;144Hz,,2026-08-05
huawei-matepad-air-115,华为,MatePad Air 11.5,,2023-05,70,66,True,2299,2099,"{""size"": ""11.5英寸"", ""resolution"": ""2800x1840"", ""chip"": ""骁龙888"", ""ram"": ""8GB"", ""storage"": ""128GB"", ""battery"": ""8300mAh"", ""weight"": ""508g"", ""refreshRate"": ""144Hz""}",鸿蒙;轻薄,,2026-08-05
huawei-matepad-se-11,华为,MatePad SE 11,,2024-03,58,62,False,1199,1099,"{""size"": ""11英寸"", ""resolution"": ""1920x1200"", ""chip"": ""骁龙680"", ""ram"": ""6GB"", ""storage"": ""128GB"", ""battery"": ""7700mAh"", ""weight"": ""479g"", ""refreshRate"": ""60Hz""}",入门;护眼,,2026-08-05
xiaomi-pad-7-pro,小米,平板7 Pro,,2024-11,90,84,False,2799,2599,"{""size"": ""11.2英寸"", ""resolution"": ""3200x2136"", ""chip"": ""骁龙8s Gen3"", ""ram"": ""8GB"", ""storage"": ""256GB"", ""battery"": ""8850mAh"", ""weight"": ""500g"", ""refreshRate"": ""144Hz""}",高刷;性价比;3.2K,,2026-08-05
xiaomi-pad-7,小米,平板7,,2024-11,86,86,False,1999,1899,"{""size"": ""11.2英寸"", ""resolution"": ""3200x2136"", ""chip"": ""骁龙7+ Gen3"", ""ram"": ""8GB"", ""storage"": ""128GB"", ""battery"": ""8850mAh"", ""weight"": ""500g"", ""refreshRate"": ""144Hz""}",性价比;3.2K,,2026-08-05
redmi-pad-pro,小米,Redmi Pad Pro,,2024-05,72,80,False,1499,1349,"{""size"": ""12.1英寸"", ""resolution"": ""2560x1600"", ""chip"": ""骁龙7s Gen2"", ""ram"": ""6GB"", ""storage"": ""128GB"", ""battery"": ""10000mAh"", ""weight"": ""571g"", ""refreshRate"": ""120Hz""}",大电池;千元档,,2026-08-05
samsung-tab-s10-plus,三星,Galaxy Tab S10+,,2024-10,74,58,False,7199,6699,"{""size"": ""12.4英寸"", ""resolution"": ""2800x1752 AMOLED"", ""chip"": ""天玑9300+"", ""ram"": ""12GB"", ""storage"": ""256GB"", ""battery"": ""10090mAh"", ""weight"": ""571g"", ""refreshRate"": ""120Hz""}",AMOLED;旗舰,,2026-08-05
samsung-tab-s9-fe,三星,Galaxy Tab S9 FE,,2023-10,60,56,True,2999,2699,"{""size"": ""10.9英寸"", ""resolution"": ""2304x1440"", ""chip"": ""Exynos 1380"", ""ram"": ""6GB"", ""storage"": ""128GB"", ""battery"": ""8000mAh"", ""weight"": ""523g"", ""refreshRate"": ""90Hz""}",防水;手写笔,,2026-08-05
honor-padv9,荣耀,平板V9,,2024-07,68,66,False,2299,2099,"{""size"": ""11.5英寸"", ""resolution"": ""2800x1840"", ""chip"": ""天玑8300"", ""ram"": ""8GB"", ""storage"": ""256GB"", ""battery"": ""8300mAh"", ""weight"": ""475g"", ""refreshRate"": ""144Hz""}",轻薄;高刷,,2026-08-05
honor-pad-x9,荣耀,平板X9,,2023-08,54,64,True,1099,999,"{""size"": ""11.5英寸"", ""resolution"": ""2000x1200"", ""chip"": ""骁龙685"", ""ram"": ""6GB"", ""storage"": ""128GB"", ""battery"": ""8300mAh"", ""weight"": ""495g"", ""refreshRate"": ""120Hz""}",入门;大电池,,2026-08-05
lenovo-yoga-pad-pro-145,联想,YOGA Pad Pro 14.5,,2024-04,62,52,False,3299,2999,"{""size"": ""14.5英寸"", ""resolution"": ""3000x1876 OLED"", ""chip"": ""天玑9000"", ""ram"": ""12GB"", ""storage"": ""256GB"", ""battery"": ""10200mAh"", ""weight"": ""740g"", ""refreshRate"": ""120Hz""}",超大屏;OLED;影音,,2026-08-05
oppo-pad3-pro,OPPO,Pad 3 Pro,,2024-08,66,58,False,3699,3399,"{""size"": ""13.2英寸"", ""resolution"": ""3392x2400"", ""chip"": ""骁龙8 Gen3"", ""ram"": ""12GB"", ""storage"": ""256GB"", ""battery"": ""9520mAh"", ""weight"": ""675g"", ""refreshRate"": ""144Hz""}",旗舰芯;大屏,,2026-08-05
vivo-pad3-pro,vivo,Pad3 Pro,,2024-05,64,56,False,3299,2999,"{""size"": ""13英寸"", ""resolution"": ""3096x2064"", ""chip"": ""天玑9300"", ""ram"": ""8GB"", ""storage"": ""256GB"", ""battery"": ""11500mAh"", ""weight"": ""675g"", ""refreshRate"": ""144Hz""}",超大电池;大屏,,2026-08-05
