id,brand,model,image,launchDate,popularity,sales,priceDrop,price_jd,price_pdd,specs,tags,officialUrl,lastVerified
hisense-u7n-75,海信,U7N 75,,2024-04,82,70,False,7499,6999,"{""size"": ""75英寸"", ""resolution"": ""4K"", ""panel"": ""ULED Mini LED"", ""refreshRate"": ""144Hz"", ""hdr"": ""杜比视界"", ""brightness"": ""1500nit"", ""sound"": ""60W"", ""system"": ""VIDAA""}",MiniLED;高亮度;游戏,,2026-08-05
hisense-e8n-65,海信,E8N 65,,2024-05,80,68,False,5499,4999,"{""size"": ""65英寸"", ""resolution"": ""4K"", ""panel"": ""ULED Mini LED"", ""refreshRate"": ""144Hz"", ""hdr"": ""杜比视界"", ""brightness"": ""1600nit"", ""sound"": ""60W"", ""system"": ""VIDAA""}",MiniLED;画质;分区背光,,2026-08-05
tcl-t7k-65,TCL,T7K 65,,2024-03,78,82,False,3799,3499,"{""size"": ""65英寸"", ""resolution"": ""4K"", ""panel"": ""Mini LED"", ""refreshRate"": ""144Hz"", ""hdr"": ""HDR10+"", ""brightness"": ""1000nit"", ""sound"": ""30W"", ""system"": ""灵控桌面""}",MiniLED;性价比;高刷,,2026-08-05
tcl-c11g-75,TCL,C11G 75,,2024-05,84,62,False,8999,8299,"{""size"": ""75英寸"", ""resolution"": ""4K"", ""panel"": ""Mini LED"", ""refreshRate"": ""144Hz"", ""hdr"": ""杜比视界"", ""brightness"": ""2000nit"", ""sound"": ""80W"", ""system"": ""灵控桌面""}",MiniLED;旗舰;高亮度,,2026-08-05
tcl-t8k-65,TCL,T8K 65,,2024-04,76,72,False,4999,4599,"{""size"": ""65英寸"", ""resolution"": ""4K"", ""panel"": ""Mini LED"", ""refreshRate"": ""144Hz"", ""hdr"": ""杜比视界"", ""brightness"": ""1300nit"", ""sound"": ""40W"", ""system"": ""灵控桌面""}",MiniLED;画质,,2026-08-05
sony-a80l-65,索尼,A80L 65 OLED,,2023-03,80,34,True,12999,11999,"{""size"": ""65英寸"", ""resolution"": ""4K"", ""panel"": ""OLED"", ""refreshRate"": ""120Hz"", ""hdr"": ""杜比视界"", ""brightness"": ""800nit"", ""sound"": ""50W"", ""system"": ""Google TV""}",OLED;画质旗舰;影音,,2026-08-05
sony-x80l-55,索尼,X80L 55,,2023-04,62,48,True,3799,3499,"{""size"": ""55英寸"", ""resolution"": ""4K"", ""panel"": ""VA"", ""refreshRate"": ""60Hz"", ""hdr"": ""杜比视界"", ""brightness"": ""400nit"", ""sound"": ""20W"", ""system"": ""Google TV""}",索尼画质;入门,,2026-08-05
ffalcon-s585-65,雷鸟,鹤6 Pro 65,,2024-04,72,80,False,3199,2899,"{""size"": ""65英寸"", ""resolution"": ""4K"", ""panel"": ""Mini LED"", ""refreshRate"": ""144Hz"", ""hdr"": ""HDR10+"", ""brightness"": ""1000nit"", ""sound"": ""30W"", ""system"": ""雷鸟系统""}",MiniLED;性价比;游戏,,2026-08-05
ffalcon-peak-75,雷鸟,鹏7 Pro 75,,2024-03,74,68,False,5299,4899,"{""size"": ""75英寸"", ""resolution"": ""4K"", ""panel"": ""Mini LED"", ""refreshRate"": ""144Hz"", ""hdr"": ""杜比视界"", ""brightness"": ""1200nit"", ""sound"": ""40W"", ""system"": ""雷鸟系统""}",MiniLED;大屏;高刷,,2026-08-05
huawei-vision-se3-65,华为,智慧屏SE3 65,,2023-08,66,60,True,2999,2699,"{""size"": ""65英寸"", ""resolution"": ""4K"", ""panel"": ""VA"", ""refreshRate"": ""120Hz"", ""hdr"": ""HDR10"", ""brightness"": ""400nit"", ""sound"": ""24W"", ""system"": ""鸿蒙""}",鸿蒙;互联;护眼,,2026-08-05
skyworth-a5d-65,创维,A5D 65,,2024-03,60,62,False,3499,3199,"{""size"": ""65英寸"", ""resolution"": ""4K"", ""panel"": ""Mini LED"", ""refreshRate"": ""144Hz"", ""hdr"": ""HDR10+"", ""brightness"": ""900nit"", ""sound"": ""30W"", ""system"": ""酷开系统""}",MiniLED;护眼,,2026-08-05
changhong-d6p-65,长虹,D6P 65,,2024-01,52,58,True,2299,1999,"{""size"": ""65英寸"", ""resolution"": ""4K"", ""panel"": ""VA"", ""refreshRate"": ""120Hz"", ""hdr"": ""HDR10"", ""brightness"": ""350nit"", ""sound"": ""20W"", ""system"": ""启客系统""}",入门;大屏低价,,2026-08-05
samsung-qn85d-65,三星,QN85D 65,,2024-04,70,40,False,11999,10999,"{""size"": ""65英寸"", ""resolution"": ""4K"", ""panel"": ""Neo QLED"", ""refreshRate"": ""144Hz"", ""hdr"": ""HDR10+"", ""brightness"": ""1400nit"", ""sound"": ""60W"", ""system"": ""Tizen""}",NeoQLED;游戏;旗舰,,2026-08-05
lg-c4-65,LG,C4 65 OLED,,2024-04,78,38,False,13999,12999,"{""size"": ""65英寸"", ""resolution"": ""4K"", ""panel"": ""OLED evo"", ""refreshRate"": ""144Hz"", ""hdr"": ""杜比视界"", ""brightness"": ""1000nit"", ""sound"": ""40W"", ""system"": ""webOS""}",OLED;游戏;画质旗舰,,2026-08-05
